frame_id,timestamp,diameter,confidence,is_bad_data,diameter_mm
0,0.0,243,1.0,False,8.1
1,0.016666666666666666,242,1.0,False,8.066666666666666
2,0.03333333333333333,237,1.0,False,7.9
3,0.05,242,1.0,False,8.066666666666666
4,0.06666666666666667,245,1.0,False,8.166666666666666
5,0.08333333333333333,243,1.0,False,8.1
6,0.1,238,1.0,False,7.933333333333334
7,0.11666666666666667,269,1.0,False,8.966666666666667
8,0.13333333333333333,240,1.0,False,8.0
9,0.15,243,1.0,False,8.1
10,0.16666666666666666,241,1.0,False,8.033333333333333
11,0.18333333333333332,241,1.0,False,8.033333333333333
12,0.2,242,1.0,False,8.066666666666666
13,0.21666666666666667,240,1.0,False,8.0
14,0.23333333333333334,240,1.0,False,8.0
15,0.25,299,0.6944444179534912,True,9.966666666666667
16,0.26666666666666666,239,1.0,False,7.966666666666667
17,0.2833333333333333,248,1.0,False,8.266666666666667
18,0.3,241,1.0,False,8.033333333333333
19,0.31666666666666665,249,1.0,False,8.3
20,0.3333333333333333,243,1.0,False,8.1
21,0.35,245,1.0,False,8.166666666666666
22,0.36666666666666664,240,1.0,False,8.0
23,0.3833333333333333,243,1.0,False,8.1
24,0.4,285,0.9444444179534912,False,9.5
25,0.4166666666666667,241,1.0,False,8.033333333333333
26,0.43333333333333335,238,1.0,False,7.933333333333334
27,0.45,241,1.0,False,8.033333333333333
28,0.4666666666666667,242,1.0,False,8.066666666666666
29,0.48333333333333334,237,1.0,False,7.9
30,0.5,243,1.0,False,8.1
31,0.5166666666666666,240,1.0,False,8.0
32,0.5333333333333333,247,1.0,False,8.233333333333333
33,0.55,241,1.0,False,8.033333333333333
34,0.5666666666666667,242,1.0,False,8.066666666666666
35,0.5833333333333334,242,1.0,False,8.066666666666666
36,0.6,239,1.0,False,7.966666666666667
37,0.6166666666666667,238,1.0,False,7.933333333333334
38,0.6333333333333333,234,1.0,False,7.8
39,0.65,338,0.6111111044883728,True,11.266666666666667
40,0.6666666666666666,246,1.0,False,8.2
41,0.6833333333333333,244,1.0,False,8.133333333333333
42,0.7,238,1.0,False,7.933333333333334
43,0.7166666666666667,242,1.0,False,8.066666666666666
44,0.7333333333333333,266,1.0,False,8.866666666666667
45,0.75,245,1.0,False,8.166666666666666
46,0.7666666666666666,304,0.6944444179534912,True,10.133333333333333
47,0.7833333333333333,241,1.0,False,8.033333333333333
48,0.8,240,1.0,False,8.0
49,0.8166666666666667,241,1.0,False,8.033333333333333
50,0.8333333333333334,242,1.0,False,8.066666666666666
51,0.85,243,1.0,False,8.1
52,0.8666666666666667,240,1.0,False,8.0
53,0.8833333333333333,245,1.0,False,8.166666666666666
54,0.9,253,1.0,False,8.433333333333334
55,0.9166666666666666,240,1.0,False,8.0
56,0.9333333333333333,238,1.0,False,7.933333333333334
57,0.95,141,0.05882352963089943,True,4.7
58,0.9666666666666667,241,1.0,False,8.033333333333333
59,0.9833333333333333,242,1.0,False,8.066666666666666
60,1.0,242,1.0,False,8.066666666666666
61,1.0166666666666666,244,1.0,False,8.133333333333333
62,1.0333333333333332,237,1.0,False,7.9
63,1.05,243,1.0,False,8.1
64,1.0666666666666667,242,1.0,False,8.066666666666666
65,1.0833333333333333,242,1.0,False,8.066666666666666
66,1.1,244,1.0,False,8.133333333333333
67,1.1166666666666667,239,1.0,False,7.966666666666667
68,1.1333333333333333,245,1.0,False,8.166666666666666
69,1.15,231,1.0,False,7.7
70,1.1666666666666667,261,1.0,False,8.7
71,1.1833333333333333,240,1.0,False,8.0
72,1.2,240,1.0,False,8.0
73,1.2166666666666666,241,1.0,False,8.033333333333333
74,1.2333333333333334,240,1.0,False,8.0
75,1.25,237,1.0,False,7.9
76,1.2666666666666666,243,1.0,False,8.1
77,1.2833333333333332,242,1.0,False,8.066666666666666
78,1.3,233,1.0,False,7.766666666666667
79,1.3166666666666667,242,1.0,False,8.066666666666666
80,1.3333333333333333,242,1.0,False,8.066666666666666
81,1.35,246,1.0,False,8.2
82,1.3666666666666667,236,1.0,False,7.866666666666666
83,1.3833333333333333,243,1.0,False,8.1
84,1.4,248,1.0,False,8.266666666666667
85,1.4166666666666667,243,1.0,False,8.1
86,1.4333333333333333,239,1.0,False,7.966666666666667
87,1.45,242,1.0,False,8.066666666666666
88,1.4666666666666666,242,1.0,False,8.066666666666666
89,1.4833333333333334,239,1.0,False,7.966666666666667
90,1.5,213,0.75,False,7.1
91,1.5166666666666666,243,1.0,False,8.1
92,1.5333333333333332,298,0.8333333134651184,False,9.933333333333334
93,1.55,245,1.0,False,8.166666666666666
94,1.5666666666666667,241,1.0,False,8.033333333333333
95,1.5833333333333333,248,1.0,False,8.266666666666667
96,1.6,235,1.0,False,7.833333333333333
97,1.6166666666666667,241,1.0,False,8.033333333333333
98,1.6333333333333333,242,1.0,False,8.066666666666666
99,1.65,241,1.0,False,8.033333333333333
100,1.6666666666666667,239,1.0,False,7.966666666666667
101,1.6833333333333333,244,1.0,False,8.133333333333333
102,1.7,238,1.0,False,7.933333333333334
103,1.7166666666666666,236,1.0,False,7.866666666666666
104,1.7333333333333334,247,1.0,False,8.233333333333333
105,1.75,239,1.0,False,7.966666666666667
106,1.7666666666666666,244,1.0,False,8.133333333333333
107,1.7833333333333332,238,1.0,False,7.933333333333334
108,1.8,241,1.0,False,8.033333333333333
109,1.8166666666666667,240,1.0,False,8.0
110,1.8333333333333333,241,1.0,False,8.033333333333333
111,1.8499999999999999,240,1.0,False,8.0
112,1.8666666666666667,240,1.0,False,8.0
113,1.8833333333333333,244,1.0,False,8.133333333333333
